title,score,num_users_voted,num_fb_likes,genres,keywords,synopsis,date,budget,gross
Penguins of Madagascar,6.7,60230,11000.0,animation__adventure__comedy__family,spy__park__statue of liberty__little girl__television van,"Super spy teams aren't born...they're hatched. Discover the secrets of the greatest and most hilarious covert birds in the global espionage biz: Skipper, Kowalski, Rico and Private. These elitists of the elite are joining forces with a chic undercover organization, The North Wind. Led by handsome and husky Agent Classified (we could tell you his name, but then...you know). Together, they must stop the villainous Dr. Octavius Brine, from destroying the world as we know it.",2015-05-01,132000000,83348920
The Bourne Ultimatum,8.1,491077,7700.0,action__mystery__thriller,cia__memory__dark past__action hero__flashback,"Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.",2007-11-22,110000000,227137090
Kung Fu Panda,7.6,307029,6000.0,animation__action__adventure__comedy__family,kung fu__master__panda__kung fu master__snow leopard,"It's the story about a lazy, irreverent slacker panda, named Po, who is the biggest fan of Kung Fu around...which doesn't exactly come in handy while working every day in his family's noodle shop. Unexpectedly chosen to fulfill an ancient prophecy, Po's dreams become reality when he joins the world of Kung Fu and studies alongside his idols, the legendary Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- under the leadership of their guru, Master Shifu. But before they know it, the vengeful and treacherous snow leopard Tai Lung is headed their way, and it's up to Po to defend everyone from the oncoming threat. Can he turn his dreams of becoming a Kung Fu master into reality? Po puts his heart - and his girth - into the task, and the unlikely hero ultimately finds that his greatest weaknesses turn out to be his greatest strengths.",2008-10-03,130000000,215395021
Ant-Man,7.4,313866,61000.0,action__adventure__comedy__sci-fi,heist__sabotage__vault__ant__chinatown san francisco,"Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",2015-12-11,130000000,180191634
The Hunger Games: Catching Fire,7.6,498397,82000.0,adventure__sci-fi__thriller,snow__president__uprising__tour__television,"Twelve months after winning the 74th Hunger Games, Katniss Everdeen and her partner Peeta Mellark must go on what is known as the Victor's Tour, wherein they visit all the districts, but before leaving, Katniss is visited by President Snow who fears that Katniss defied him a year ago during the games when she chose to die with Peeta. With both Katniss and Peeta declared the winners, it is fueling a possible uprising. He tells Katniss that while on tour she better try to make sure that she puts out the flames or else everyone she cares about will be in danger.",2014-03-28,130000000,424645577
The Twilight Saga: Breaking Dawn - Part 2,5.5,185394,65000.0,adventure__drama__fantasy__romance,super strength__vampire__battle__vision__friend,"The final Twilight Saga begins with Bella now a vampire learning to use her abilities. And happy to see her daughter, Renesmee is flourishing. But when someone sees Renesmee do something that makes them think that she was turned. This person goes to the Volturi, because it is a violation to turn a child. And the penalty is death for both who turned the child into a vampire and the child, cause they deem a turned child too dangerous. Alice gets a vision of the Volturi coming after them. So the Cullens try to convince them that Renesmee is not a threat. So they ask friends and family to come stand with them. But when someone who has it in for the Volturi shows up and tells them they should be ready for a fight. And they get ready.",2013-03-01,120000000,292298923
Home,6.7,70121,26000.0,animation__adventure__comedy__family__fantasy__sci-fi,mother daughter relationship__flying car__australia__alien invasion__alien friendship,"When Oh, a loveable misfit from another planet, lands on Earth and finds himself on the run from his own people, he forms an unlikely friendship with an adventurous girl named Tip who is on a quest of her own. Through a series of comic adventures with Tip, Oh comes to understand that being different and making mistakes is all part of being human. And while he changes her planet and she changes his world, they discover the true meaning of the word HOME.",2015-08-28,135000000,177343675
War of the Worlds,6.5,334345,4500.0,adventure__sci-fi__thriller,alien__storm__survival__tripod__fight,"Ray Ferrier (Cruise) is a divorced dockworker and less-than-perfect father. When his ex-wife and her new husband drop off his teenage son Robbie and young daughter Rachel for a rare weekend visit, a strange and powerful lightning storm suddenly touches down. What follows is the extraordinary battle for the future of humankind through the eyes of one American family fighting to survive it in this contemporary retelling of H.G. Wells seminal classic sci-fi thriller.",2005-11-18,132000000,234277056
Bad Boys II,6.6,178126,3100.0,action__comedy__crime__thriller,drugs__money__cuba__undercover__dea,Narcotics cops Mike Lowrey (,2003-10-17,130000000,138396624
Puss in Boots,6.7,114287,16000.0,animation__action__adventure__comedy__family__fantasy,friend__goose__hero__egg__betrayal,"Years before meeting Shrek and Donkey, the adorable but tricky Puss in Boots must clear his name from all charges making him a wanted fugitive. While trying to steal magic beans from the infamous criminals Jack and Jill, the hero crosses paths with his female match, Kitty Softpaws, who leads Puss to his old friend, but now enemy, Humpty Dumpty. Memories of friendship and betrayal enlarges Puss' doubt, but he eventually agrees to help the egg get the magic beans. Together, the three plan to steal the beans, get to the Giant's castle, nab the golden goose, and clear Puss' name.",2012-02-24,130000000,149234747
Salt,6.4,245621,23000.0,action__crime__mystery__thriller,strong female lead__cia__russian__on the run__russian spy,"Evelyn Salt is a CIA agent and highly respected by all, including her boss, Ted Winter. Out of the blue, a Russian spy walks into their offices and offers a vital piece of information: the President of Russia will be assassinated during his forthcoming visit to New York City to attend the funeral of the recently deceased U.S. Vice President. The name of the assassin: Evelyn Salt. Concerned about the safety of her husband, who she cannot contact, she goes on the run. Winter refuses to accept that she is a mole or a double agent but her actions begin to raise doubts. Just who is Evelyn Salt and what is she planning?",2010-10-22,110000000,118311368
Noah,5.8,200022,71000.0,action__adventure__drama,water__wrath of god__ark__noah's ark__flood,A man is chosen by his world's creator to undertake a momentous mission before an apocalyptic flood cleanses the world.,2014-06-13,125000000,101160529
The Adventures of Tintin,7.4,177383,44000.0,action__adventure__family__mystery,tintin__ship__treasure__captain__morocco,"Having bought a model ship, the Unicorn, for a pound off a market stall Tintin is initially puzzled that the sinister Mr. Sakharine should be so eager to buy it from him, resorting to murder and kidnapping Tintin - accompanied by his marvellous dog Snowy - to join him and his gang as they sail to Morocco on an old cargo ship. Sakharine has bribed the crew to revolt against the ship's master, drunken Captain Haddock, but Tintin, Snowy and Haddock escape, arriving in Morocco at the court of a sheikh, who also has a model of the Unicorn. Haddock tells Tintin that over three hundred years earlier his ancestor Sir Francis Haddock was forced to scuttle the original Unicorn when attacked by a piratical forebear of Sakharine but he managed to save his treasure and provide clues to its location in three separate scrolls, all of which were secreted in models of the Unicorn. Tintin and Sakharine have one each and the villain intends to use the glass-shattering top Cs of operatic soprano the ...",2012-03-16,135000000,77564037
Harry Potter and the Prisoner of Azkaban,7.8,382255,11000.0,adventure__family__fantasy__mystery,magic__wizard__muggle__serial killer__traitor,"Harry Potter is having a tough time with his relatives (yet again). He runs away after using magic to inflate Uncle Vernon's sister Marge who was being offensive towards Harry's parents. Initially scared for using magic outside the school, he is pleasantly surprised that he won't be penalized after all. However, he soon learns that a dangerous criminal and Voldemort's trusted aide Sirius Black has escaped from the Azkaban prison and wants to kill Harry to avenge the Dark Lord. To worsen the conditions for Harry, vile creatures called Dementors are appointed to guard the school gates and inexplicably happen to have the most horrible effect on him. Little does Harry know that by the end of this year, many holes in his past (whatever he knows of it) will be filled up and he will have a clearer vision of what the future has in store...",2004-10-29,130000000,249358727
Australia,6.6,102338,5600.0,adventure__drama__romance__war,cattle__australia__darwin__japanese__drover,"In northern Australia at the beginning of World War II, an English aristocrat inherits a cattle station the size of Maryland. When English cattle barons plot to take her land, she reluctantly joins forces with a rough-hewn stock-man to drive 2,000 head of cattle across hundreds of miles of the country's most unforgiving land, only to still face the bombing of Darwin, Australia, by the Japanese forces that had attacked Pearl Harbor only months earlier.",2009-03-20,130000000,49551662
After Earth,4.9,158720,37000.0,action__adventure__sci-fi,box office flop__real life father and son playing father and son__fear__father son team__race against time,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",2013-08-16,130000000,60522097
Dinosaur,6.5,38438,1600.0,animation__adventure__family__thriller,lemur__egg__meteor__iguanodon__nesting grounds,"During an attack on a pack of Iguanodon, an egg is separated and ends up with the possession of a group of lemurs. The lemurs care for this egg and the young creature born from it, which they call Aladar. When a meteor shower hits earth, Aladar and his family must leave their homeland. Away from home and as close to danger as they have ever been, they meet up with a huge group of dinosaurs, led by Kron and Bruton. All together they are trying to reach the nesting grounds, but it's not going to be easy.",2001-01-05,127500000,137748063
Harry Potter and the Deathly Hallows: Part II,7.5,381,40.0,action__fantasy,,"Harry, Ron and Hermione must destroy the last of the horcruxes to kill Voldemort once and for all.",2001-01-05,[],[]
Night at the Museum: Secret of the Tomb,6.2,67223,11000.0,adventure__comedy__family__fantasy,night watchman__museum of natural history manhattan new york city__star died before release__museum__tablet,"At the Museum of Natural History, there's a new exhibit being unveiled. Larry Daley, who manages the night exhibit where the exhibits come to life because of the Tablet of Ahkmenrah, is in charge of the presentation. But when the exhibits go awry, Larry finds himself in trouble. He learns the Tablet is corroding so he does some research and learns that Cecil, the former museum guard, was at the site when the Tablet was discovered. He tells Larry they were warned if they remove it could mean the end. Larry realizes it means the end of the magic. He talks to Ahkmenrah who says that he doesn't know anything. Only his father the Pharaoh knows the Tablet's secrets. He learns that the Pharaoh was sent to the London museum. So he convinces Dr. McPhee, the museum curator, to help send him to London. He takes Ahkmenrah with him but some of the others tag along, like Teddy Roosevelt, Attila, Octavius, and Jedediah.",2015-06-26,127000000,113733726
Megamind,7.3,172754,13000.0,animation__action__comedy__family__sci-fi,superhero__prison__city__battle__planet,"After super-villain Megamind (Ferrell) kills his good-guy nemesis, Metro Man (Pitt), he becomes bored since there is no one left to fight. He creates a new foe, Titan (Hill), who, instead of using his powers for good, sets out to destroy the world, positioning Megamind to save the day for the first time in his life.",2011-02-18,130000000,148337537
Harry Potter and the Sorcerer's Stone,7.5,444683,16000.0,adventure__family__fantasy,based on novel__wizard__birthday__quidditch__evil wizard,"This is the tale of Harry Potter, an ordinary 11-year-old boy serving as a sort of slave for his aunt and uncle who learns that he is actually a wizard and has been invited to attend the Hogwarts School for Witchcraft and Wizardry. Harry is snatched away from his mundane existence by Hagrid, the grounds keeper for Hogwarts, and quickly thrown into a world completely foreign to both him and the viewer. Famous for an incident that happened at his birth, Harry makes friends easily at his new school. He soon finds, however, that the wizarding world is far more dangerous for him than he would have imagined, and he quickly learns that not all wizards are ones to be trusted.",2002-05-17,125000000,317557891
R.I.P.D.,5.6,91640,20000.0,action__comedy__fantasy,partner__police__undead__drug dealer__gold,"After Nick is murdered by his own partner, he joins the Rest in Peace Department to protect the world from the undeads. While working with his new partner, many undeads are seen gathering in Boston. Soon he realizes that someone close to him is behind all a plot to bring on the apocalypse.",2013-09-20,130000000,33592415
Godzilla Resurgence,8.2,374,2500.0,action__adventure__drama__horror__sci-fi,monster__godzilla__blood__sequel,"An unknown accident occurs in Tokyo Bay's Aqua Line, which causes an emergency cabinet to assemble. All of the sudden, a giant creature immediately appears, destroying town after town with its landing reaching the capital. This mysterious giant monster is named ""Godzilla"".",2013-09-20,[],[]
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,809474,10000.0,action__adventure__fantasy,pirate__governor__curse__caribbean__undead,"This swash-buckling tale follows the quest of Captain Jack Sparrow, a savvy pirate, and Will Turner, a resourceful blacksmith, as they search for Elizabeth Swann. Elizabeth, the daughter of the governor and the love of Will's life, has been kidnapped by the feared Captain Barbossa. Little do they know, but the fierce and clever Barbossa has been cursed. He, along with his large crew, are under an ancient curse, doomed for eternity to neither live, nor die. That is, unless a blood sacrifice is made.",2003-12-26,140000000,305388685
Harry Potter and the Deathly Hallows: Part I,6.4,252,25.0,fantasy,,"Harry,Ron,and Hermione search for horcruxes, and fight for what is theres",2003-12-26,[],[]
The Hunger Games: Mockingjay - Part 1,6.7,305008,52000.0,adventure__sci-fi__thriller,uprising__based on young adult novel__rebellion__symbol__manipulation,"With the Games destroyed, Katniss Everdeen, along with Gale, Finnick and Beetee, end up in the so thought ""destroyed"" District 13. Under the leadership of President Coin and the advice of her friends, Katniss becomes the ""Mockingjay"", the symbol of rebellion for the districts of Panem.",2015-03-13,125000000,337103873
The Da Vinci Code,6.6,314253,6200.0,mystery__thriller,based on supposedly true story__secret__mary magdalene__holy grail__opus dei,"Professor Robert Langdon is in Paris on business when he's summoned to The Louvre. A dead body has been found, setting Langdon off on an adventure as he attempts to unravel an ancient code and uncover the greatest mystery of all time.",2006-08-18,125000000,217536138
Rio 2,6.4,58498,9300.0,animation__adventure__comedy__family__musical,bird__amazon__jungle__father in law__no opening credits,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",2014-08-29,103000000,131536019
X-Men 2,7.5,405973,3600.0,action__adventure__fantasy__sci-fi__thriller,mutant__school__professor__prison__x men,"Several months have passed since The X-Men defeated Magneto and imprisoned him in a seemingly impregnable plastic chamber. One day, a mutant by the name of Nightcrawler infiltrates the White House and attempts to assassinate the president, setting off a chain reaction of anti-mutant measures by the government. Meanwhile, Logan is trying to discover his past. As scientist named William Stryker discovers Professor X's secret school and Cerebro, Magneto's partner, Mystique, is planning to break her leader out of prison. But when Professor X's school is attacked by Stryker's forces, Logan, Rogue, Iceman and a few are lucky to escape. Those who remain meet in Boston, where they form an uneasy alliance with Magneto to stop Stryker and rescue Professor X.",2003-09-19,110000000,214948780
Fast Five,7.3,284792,54000.0,action__crime__thriller,heist__drugs__federal agent__police__drug lord,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom. As they assemble their elite team of top racers, the unlikely allies know their only shot of getting out for good means confronting the corrupt businessman who wants them dead. But he's not the only one on their tail. Hard-nosed federal agent Luke Hobbs never misses his target. When he is assigned to track down Dom and Brian, he and his strike team launch an all-out assault to capture them. But as his men tear through Brazil, Hobbs learns he can't separate the good guys from the bad. Now, he must rely on his instincts to corner his prey... before someone else runs them down first.",2011-08-05,125000000,209805005
Sherlock Holmes: A Game of Shadows,7.5,338635,39000.0,action__adventure__crime__mystery__thriller,investigation__sherlock holmes__factory__train__gypsy,Sherlock Holmes (,2012-03-30,125000000,186830669
Clash of the Titans,5.8,229679,15000.0,action__adventure__fantasy,kraken__zeus__hand to hand combat__famous line__rape,"Princess Andromeda is the daughter of King Cepheus, who has gained a victory against the gods. The vengeful god of the underworld, Hades, demands that Andromeda is offered as a sacrifice or he will unleash the Kraken against Argos. A desperate King Cepheus asks demi-god Perseus to find a way to defeat the Kraken. Perseus accepts the challenge because Hades was responsible for his family's death. He discovers that the way to kill the Kraken lies with getting the head of the gorgon Medusa.",2010-07-16,125000000,163192114
Total Recall,7.5,240241,8700.0,action__sci-fi,false memory__implanted memory__space colony__ambiguous ending__memory,Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie.,2012-08-17,65000000,119412921
The 13th Warrior,6.6,101411,4200.0,action__adventure__history,arab__viking__warrior__combat__battle,"Sheikh ahmed ibn fadlan leads a group of savants from Baghdad according to the caliph's request to meet the demand of the Bulgarian's king, Almash Yaltwar, who asked to learn about the Islamic religion to find explanation for the most important question: how can this religion, which comes from the heart of the desert, create the biggest empire in the world?",1999-11-26,85000000,32694788
The Bourne Legacy,6.7,229823,31000.0,action__adventure__thriller,drone__wolf__pill__cia__assassin,The events in this movie take place around the same time as the events in,2012-11-02,125000000,113165635
Batman & Robin,3.7,189855,5800.0,action,freeze__critically bashed__gotham__butler__cure,"Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal.",1997-09-19,125000000,107285004
How the Grinch Stole Christmas,6.0,141414,8200.0,comedy__family__fantasy,christmas__materialism__public humiliation__snowflake__box office hit,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of munchkinlike people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos which he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriend the Grinch.",2001-02-23,123000000,260031035
The Day After Tomorrow,6.4,333248,19000.0,action__adventure__sci-fi__thriller,global warming__natural disaster__end of the world__climate__weather,"As Paleoclimatologist named Jack Hall is in Antartica, he discovers that a huge ice sheet has sheared off. But what he does not know is that this event will trigger a massive climate shift that will affect the world population. Meanwhile, his son Sam is with friends in New York to attend an event. There they discover that it has been raining non-stop for the past 3 days, and after a series of weather-related disasters begin to occur over the world, everybody realizes the world is entering a new Ice Age and the world population begins trying to evacuate to the warmer climates of the south. Jack makes a daring attempt to rescue his son and his friends who are stuck in New York and who have managed to survive not only a massive wave but also freezing cold temperatures that could possibly kill them.",2004-10-29,125000000,186739919
Mission: Impossible II,6.1,242188,2600.0,action__adventure__thriller,mission__cure__terrorist__thief__virus,"IMF agent Ethan Hunt has been sent on a mission to retrieve and destroy the supply of a genetically created disease called 'Chimera'. His mission is made impossible due to the fact that he is not the only person after samples of the disease. He must also contest with a gang of international terrorists headed by a turned bad former IMF agent who has already managed to steal the cure called 'Bellerophon' and now need 'Chimera' to complete their grand plan of infecting the whole world. In order to infiltrate and locate the terrorist group he relies on the help of an international thief Nyah of whom he quickly develops a love interest. Time is not only running out for Agent Hunt to find and destroy 'Chimera' before the terrorists get their hands on it, but he must also find 'Bellerophon' so as to save his love interest who has already become infected by the disease from a terrible and rapid death.",2000-10-13,125000000,215397307
The Perfect Storm,6.4,133076,3600.0,action__adventure__drama__thriller,storm__fish__fishing__sea__death,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",2000-12-08,140000000,182618434
Fantastic 4: Rise of the Silver Surfer,5.6,213275,1900.0,action__adventure__sci-fi__thriller,fantastic four__space__strong female lead__strong female character__superheroine,"Everything seems to be going great for the Fantastic Four. Reed and Sue are finally getting married, and things couldn't seem better. However, when the mysterious Silver Surfer crashes things, they learn that they will have to deal with an old foe, and the powerful planet eating Galactus.",2007-10-12,130000000,131920333
Life of Pi,8.0,440084,122000.0,adventure__drama__fantasy,tiger__animal__india__journey__faith,"In Canada, a writer visits the Indian storyteller Pi Patel and asks him to tell his life story. Pi tells the story of his childhood in Pondicherry, India, and the origin of his nickname. One day, his father, a zoo owner, explains that the municipality is no longer supporting the zoo and he has hence decided to move to Canada, where the animals the family owns would also be sold. They board on a Japanese cargo ship with the animals and out of the blue, there is a storm, followed by a shipwrecking. Pi survives in a lifeboat with a zebra, an orangutan, a hyena and a male Bengal tiger nicknamed Richard Parker. They are adrift in the Pacific Ocean, with aggressive hyena and Richard Parker getting hungry. Pi needs to find a way to survive.",2013-07-05,120000000,124976634
Ghost Rider,5.2,182661,4500.0,action__fantasy__thriller,mephistopheles__father__blackheart__devil__ghost,"When the motorcyclist Johnny Blaze finds that his father Barton Blaze has a terminal cancer, he accepts a pact with the Mephistopheles, giving his soul for the health of his beloved father. But the devil deceives him, and Barton dies in a motorcycle accident during an exhibition. Johnny leaves the carnival, his town, his friends and his girlfriend Roxanne. Years later Johnny Blaze becomes a famous motorcyclist, who risks his life in his shows, and he meets Roxanne again, now a TV reporter. However, Mephistopheles proposes Johnny to release his contract if he become the ""Ghost Rider"" and defeat his evil son Blackheart, who wants to possess one thousand evil souls and transform hell on earth.",2007-04-27,110000000,115802596
Jason Bourne,7.1,40123,31000.0,action__thriller,cia__black ops__cia agent__chase__repeated scene,"Jason Bourne is again being hunted by the CIA. It begins when Nicky Parson a former CIA operative who helped Bourne who then went under and now works with a man who's a whistle blower and is out to expose the CIA's black ops. So Nicky hacks into the CIA and downloads everything on all their Black Ops including Treadstone which Bourne was a part of. And Heather Lee, a CIA agent discovers the hack and brings it to the attention of CIA Director Dewey, the man behind the Black Ops. He then orders Parsons be found and hopefully Bourne too. Parsons makes contact with Bourne who told her to remain under but she tells him, she found out his father was the one who created Treadstone and that they were interested in him long before he joined. Eventually they find them and there's a chase. Dewey sends a special operative known as The Asset who tries to get Bourne but gets Nicky instead. But before she dies she gives him something which leads him to the file she got and when he reads it, it ...",2016-08-09,120000000,108521835
Charlie's Angels: Full Throttle,4.8,100821,1100.0,action__adventure__comedy__crime,witness protection__witness protection program__ring__murder__fbi,"The Angels--Natalie, Dylan, and Alex are back again but this time they're preparing for a strike without even warning as they go undercover to retrieve two missing silver bands. These are no ordinary rings. They contain valuable encrypted information that reveal the new identities of every person in the Federal Witness Protection Program. When witnesses start turning up dead, only the Angels, using their expertise as masters of disguise, espionage and martial arts can stop the perpetrator, a mysterious ""fallen"" Angel. Aided by their trusty colleague, Jimmy Bosley, the Angels' adventure begins at a remote Mongolian outpost and ends only after Dylan is forced to face a dark secret from her past--a secret that puts the lives of her two best friends in danger.",2003-09-12,120000000,100685880
Prometheus,7.0,456260,97000.0,adventure__mystery__sci-fi,planet__medical scanner__pregnant with an alien fetus__suspended animation__cave painting,"This film is set in 2093 and takes place in the same universe as the 'Alien' movies. A group of explorers, including some archaeologists, are on an ""undisclosed"" mission. They arrive at a planet trillions of miles away from Earth. The team spot what they believe to be signs of civilization. They go to investigate and find more than just signs, they find conclusive evidence. But some of them have an ulterior motive for being there, including the Weyland Corporation. They believe that this is where the human race actually came from. Things soon turn from excitement to survival once inside their discovery.",2012-09-14,130000000,126464904
Stuart Little 2,5.4,36471,459.0,animation__adventure__comedy__family__fantasy,soccer__falcon__second part__anthropomorphic mouse__marshmallow,"Stuart's mother is being over-protective of him, especially when he narrowly escapes injury in a soccer game. His big brother George has also made a new friend, Will, so Stuart is feeing lonely. Stuart rescues a canary, Margalo, from a falcon; she moves in with the Littles. One day, Margalo is nowhere to be found, so Stuart and Snowbell set out across the city to find her while George covers for Stuart (the first time he's had to lie).",2002-12-13,120000000,64736114
Elysium,6.6,338087,61000.0,action__drama__sci-fi__thriller,messiah__saviour__christ figure__social commentary__class differences,"In the year 2154, two classes of people exist: the very wealthy, who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Delacourt, a government official, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn't stop the people of Earth from trying to get in by any means they can. When unlucky Max is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life but could bring equality to these polarized worlds.",2013-11-22,115000000,93050117
The Chronicles of Riddick,6.7,183909,4700.0,action__adventure__sci-fi__thriller,necromonger__warrior__planet__bounty hunter__escape,"Riddick, now a hunted man, finds himself in the middle of two opposing forces in a major crusade.",2004-08-13,105000000,57637485
RoboCop,6.2,182899,60000.0,action__crime__sci-fi__thriller,technology__robot__robocop__police__law enforcement,"The year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology. Overseas, their drones have been used by the military for years - and it's meant billions for OmniCorp's bottom line. Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it. When Alex Murphy (Joel Kinnaman) - a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit - is critically injured in the line of duty, OmniCorp sees their chance for a part-man, part-robot police officer. OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine pursuing justice.",2014-05-16,100000000,58607007
Speed Racer,6.1,57873,1700.0,action__family__sport,based on cartoon__gadget car__based on anime__speed__racer,"The story begins with Speed Racer who is a young man with natural racing instincts whose goal is to win The Crucible, a cross-country car racing rally that took the life of his older brother, Rex Racer. Speed is loyal to the family business, run by his parents Pops and Mom. Pops designed Speed's car, the Mach 5. The owner of Royalton Industries makes Speed a lucrative offer, Speed rejects the offer, angering the owner. Speed also uncovers a secret that top corporate interests, including Royalton, are fixing races and cheating to gain profit. With the offer to Speed denied, Royalton wants to ensure that Speed will not win races. Speed finds support from his parents and his girlfriend Trixie and enters The Crucible in a partnership with his one-time rival, Racer X, seeking to rescue his family's business and the racing sport itself.",2008-08-01,120000000,43929341
How Do You Know,5.3,35066,4900.0,comedy__drama__romance,love__love triangle__embarrassment__revelation__falling in love,"Star softball player, Lisa, has just been cut from the national team; Scholarly business man, George, has just been indicted from his father's company. With everything that they know in their lives taken from them, Lisa and George attempt to find romance. Lisa's potential boyfriend, Matty, however, is as clueless and perpetually single as they come, and George's girlfriend just dumped him. A chance hook-up through mutual friends, Lisa and George may be able to form a friendship, or more, that can help them climb out of the piles of lemons that life has handed to them.",2011-01-21,120000000,30212620
Knight and Day,6.3,148280,11000.0,action__comedy__romance,chase__spy__garage__fbi__surveillance,"June Havens' life becomes tangled with a secret agent, who soon realises he's not supposed to survive his latest mission. As the 2 do their best to stay alive, they learn that all they can count on is each other.",2010-10-02,117000000,76418654
Oblivion,7.0,387436,71000.0,action__adventure__mystery__sci-fi,post apocalypse__drone__cabin in the woods__sex in a pool__flying through a thunderstorm,"One of the few remaining drone repairmen assigned to Earth, its surface devastated after decades of war with the alien Scavs, discovers a crashed spacecraft with contents that bring into question everything he believed about the war, and may even put the fate of mankind in his hands.",2013-06-21,120000000,89021735
Star Wars: Episode III - Revenge of the Sith,7.6,520104,10000.0,action__adventure__fantasy__sci-fi,elongated cry of no__vision__robotic midwife__friends become enemies__kicked in the butt,"During the near end of the clone wars, Darth Sidious has revealed himself and is ready to execute the last part of his plan to rule the Galaxy. Sidious is ready for his new apprentice, Lord Vader, to step into action and kill the remaining Jedi. Vader, however, struggles to choose the dark side and save his wife or remain loyal to the Jedi order.",2005-10-14,113000000,380262555
Star Wars: Episode II - Attack of the Clones,6.7,464310,7800.0,action__adventure__fantasy__sci-fi,murdered before giving protagonist information__prequel to cult film__part computer animation__prequel__martial arts,"Ten years after the invasion of Naboo, the Galactic Republic is facing a Separatist movement and the former queen and now Senator Padm? Amidala travels to Coruscant to vote on a project to create an army to help the Jedi to protect the Republic. Upon arrival, she escapes from an attempt to kill her, and Obi-Wan Kenobi and his Padawan Anakin Skywalker are assigned to protect her. They chase the shape-shifter Zam Wessell but she is killed by a poisoned dart before revealing who hired her. The Jedi Council assigns Obi-Wan Kenobi to discover who has tried to kill Amidala and Anakin to protect her in Naboo. Obi-Wan discovers that the dart is from the planet Kamino, and he heads to the remote planet. He finds an army of clones that has been under production for years for the Republic and that the bounty hunter Jango Fett was the matrix for the clones. Meanwhile Anakin and Amidala fall in love with each other, and he has nightmarish visions of his mother. They travel to his home planet, ...",2003-04-25,115000000,310675583
